signal_id,query,source,parent_seed_id,parent_query,raw_text,normalized_query,observed_at_utc,language,country,serp_features_detected,confidence,notes
SIG-0188,הדרכת הורים דוד ילין,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים דוד ילין,הדרכת הורים דוד ילין,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ד)
SIG-0189,הדרכת הורים דרך קופת חולים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים דרך קופת חולים,הדרכת הורים דרך קופת חולים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ד)
SIG-0190,הדרכת הורים דרך כללית מושלם,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים דרך כללית מושלם,הדרכת הורים דרך כללית מושלם,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ד)
SIG-0191,הדרכת הורים דרך הקופה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים דרך הקופה,הדרכת הורים דרך הקופה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ד)
SIG-0192,הדרכת הורים דרך מאוחדת,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים דרך מאוחדת,הדרכת הורים דרך מאוחדת,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ד)
SIG-0193,הדרכת הורים דרך הרווחה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים דרך הרווחה,הדרכת הורים דרך הרווחה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ד)
SIG-0194,הדרכת הורים דתיים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים דתיים,הדרכת הורים דתיים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ד)
SIG-0195,הדרכת הורים היקשרותית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים היקשרותית,הדרכת הורים היקשרותית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ה)
SIG-0196,הדרכת הורים הסמכות החדשה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים הסמכות החדשה,הדרכת הורים הסמכות החדשה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ה)
SIG-0197,הדרכת הורים הפרעות אכילה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים הפרעות אכילה,הדרכת הורים הפרעות אכילה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ה)
SIG-0198,הדרכת הורים האוניברסיטה הפתוחה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים האוניברסיטה הפתוחה,הדרכת הורים האוניברסיטה הפתוחה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ה)
SIG-0199,הדרכת הורים המלצות,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים המלצות,הדרכת הורים המלצות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ה)
SIG-0200,הדרכת הורים בהרצליה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים בהרצליה,הדרכת הורים בהרצליה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ה)
SIG-0201,הדרכת הורים החזר מילואים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים החזר מילואים,הדרכת הורים החזר מילואים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ה)
SIG-0202,הדרכת הורים הפרעת קשב,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים הפרעת קשב,הדרכת הורים הפרעת קשב,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ה)
SIG-0203,הדרכת הורים הוד השרון,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים הוד השרון,הדרכת הורים הוד השרון,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ה)
SIG-0204,הדרכת הורים הכשרה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים הכשרה,הדרכת הורים הכשרה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ה)
SIG-0205,הדרכת הורים למתבגרים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים למתבגרים,הדרכת הורים למתבגרים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ל)
SIG-0206,הדרכת הורים לילדים עם צרכים מיוחדים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים לילדים עם צרכים מיוחדים,הדרכת הורים לילדים עם צרכים מיוחדים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ל)
SIG-0207,הדרכת הורים לילדים על הרצף כללית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים לילדים על הרצף כללית,הדרכת הורים לילדים על הרצף כללית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ל)
SIG-0208,הדרכת הורים לגיל הרך,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים לגיל הרך,הדרכת הורים לגיל הרך,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ל)
SIG-0209,הדרכת הורים לילדים על הרצף מכבי,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים לילדים על הרצף מכבי,הדרכת הורים לילדים על הרצף מכבי,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ל)
SIG-0210,הדרכת הורים לאומית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים לאומית,הדרכת הורים לאומית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ל)
SIG-0211,הדרכת הורים לילדים בוגרים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים לילדים בוגרים,הדרכת הורים לילדים בוגרים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ל)
SIG-0212,הדרכת הורים לילדים עם adhd,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים לילדים עם adhd,הדרכת הורים לילדים עם adhd,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ל)
SIG-0213,הדרכת הורים מכון אדלר,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים מכון אדלר,הדרכת הורים מכון אדלר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_מ)
SIG-0214,הדרכת הורים מיכל דליות,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים מיכל דליות,הדרכת הורים מיכל דליות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_מ)
SIG-0215,הדרכת הורים מאוחדת,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים מאוחדת,הדרכת הורים מאוחדת,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_מ)
SIG-0216,הדרכת הורים מתבגרים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים מתבגרים,הדרכת הורים מתבגרים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_מ)
SIG-0217,הדרכת הורים מודיעין,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים מודיעין,הדרכת הורים מודיעין,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_מ)
SIG-0218,הדרכת הורים מכבי שלי,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים מכבי שלי,הדרכת הורים מכבי שלי,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_מ)
SIG-0219,הדרכת הורים מילואים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים מילואים,הדרכת הורים מילואים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_מ)
SIG-0220,הדרכת הורים מחיר,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים מחיר,הדרכת הורים מחיר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_מ)
SIG-0221,הדרכת הורים נתניה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים נתניה,הדרכת הורים נתניה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_נ)
SIG-0222,הדרכת הורים נהריה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים נהריה,הדרכת הורים נהריה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_נ)
SIG-0223,הדרכת הורים נס ציונה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים נס ציונה,הדרכת הורים נס ציונה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_נ)
SIG-0224,הדרכת הורים ניו בורן,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים ניו בורן,הדרכת הורים ניו בורן,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_נ)
SIG-0225,הדרכת הורים נתיבות,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים נתיבות,הדרכת הורים נתיבות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_נ)
SIG-0226,הדרכת הורים נוער,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים נוער,הדרכת הורים נוער,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_נ)
SIG-0227,הדרכת הורים ניופלד,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים ניופלד,הדרכת הורים ניופלד,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_נ)
SIG-0228,הדרכת הורים עינת נתן,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים עינת נתן,הדרכת הורים עינת נתן,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_נ)
SIG-0229,הדרכת הורים סופר נני,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים סופר נני,הדרכת הורים סופר נני,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_נ)
SIG-0230,נוירו הדרכת הורים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,נוירו הדרכת הורים,נוירו הדרכת הורים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_נ)
SIG-0231,הדרכת הורים עפולה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים עפולה,הדרכת הורים עפולה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0232,הדרכת הורים עיריית חולון,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים עיריית חולון,הדרכת הורים עיריית חולון,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0233,הדרכת הורים עיריית תל אביב,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים עיריית תל אביב,הדרכת הורים עיריית תל אביב,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0234,הדרכת הורים עיריית ראשון לציון,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים עיריית ראשון לציון,הדרכת הורים עיריית ראשון לציון,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0235,הדרכת הורים עלות,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים עלות,הדרכת הורים עלות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0236,הדרכת הורים על הרצף,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים על הרצף,הדרכת הורים על הרצף,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0237,הדרכת הורים עיריית ירושלים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים עיריית ירושלים,הדרכת הורים עיריית ירושלים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0238,הדרכת הורים עבודה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים עבודה,הדרכת הורים עבודה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0239,הדרכת הורים עיריית רמת גן,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים עיריית רמת גן,הדרכת הורים עיריית רמת גן,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0240,הדרכת הורים קורס,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים קורס,הדרכת הורים קורס,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ק)
SIG-0241,הדרכת הורים קשב וריכוז,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים קשב וריכוז,הדרכת הורים קשב וריכוז,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ק)
SIG-0242,הדרכת הורים קופת חולים כללית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים קופת חולים כללית,הדרכת הורים קופת חולים כללית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ק)
SIG-0243,הדרכת הורים קופת חולים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים קופת חולים,הדרכת הורים קופת חולים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ק)
SIG-0244,הדרכת הורים קורס דיגיטלי,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים קורס דיגיטלי,הדרכת הורים קורס דיגיטלי,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ק)
SIG-0245,הדרכת הורים קופת חולים מאוחדת,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים קופת חולים מאוחדת,הדרכת הורים קופת חולים מאוחדת,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ק)
SIG-0246,הדרכת הורים קבוצתית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים קבוצתית,הדרכת הורים קבוצתית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ק)
SIG-0247,הדרכת הורים קרית אונו,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים קרית אונו,הדרכת הורים קרית אונו,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ק)
SIG-0248,הדרכת הורים קופת חולים לאומית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים קופת חולים לאומית,הדרכת הורים קופת חולים לאומית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ק)
SIG-0249,הדרכת הורים קורס אונליין,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים קורס אונליין,הדרכת הורים קורס אונליין,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ק)
SIG-0250,הדרכת הורים רופין,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים רופין,הדרכת הורים רופין,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ר)
SIG-0251,הדרכת הורים רחובות,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים רחובות,הדרכת הורים רחובות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ר)
SIG-0252,הדרכת הורים ראשון לציון,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים ראשון לציון,הדרכת הורים ראשון לציון,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ר)
SIG-0253,הדרכת הורים ראש העין,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים ראש העין,הדרכת הורים ראש העין,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ר)
SIG-0254,הדרכת הורים רותי דריאל,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים רותי דריאל,הדרכת הורים רותי דריאל,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ר)
SIG-0255,הדרכת הורים רווחה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים רווחה,הדרכת הורים רווחה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ר)
SIG-0256,הדרכת הורים רעננה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים רעננה,הדרכת הורים רעננה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ר)
SIG-0257,הדרכת הורים ברמת גן,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים ברמת גן,הדרכת הורים ברמת גן,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ר)
SIG-0258,הדרכת הורים רמזור,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים רמזור,הדרכת הורים רמזור,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ר)
SIG-0259,הדרכת הורים רמלה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים רמלה,הדרכת הורים רמלה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ר)
SIG-0260,הדרכת הורים שיטת אייכה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים שיטת אייכה,הדרכת הורים שיטת אייכה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ש)
SIG-0261,הדרכת הורים שניידר,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים שניידר,הדרכת הורים שניידר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ש)
SIG-0262,הדרכת הורים שפר,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים שפר,הדרכת הורים שפר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ש)
SIG-0263,הדרכת הורים שכר,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים שכר,הדרכת הורים שכר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ש)
SIG-0264,הדרכת הורים שיטת אדלר,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים שיטת אדלר,הדרכת הורים שיטת אדלר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ש)
SIG-0265,הדרכת הורים שיטות,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים שיטות,הדרכת הורים שיטות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ש)
SIG-0266,הדרכת הורים שיבא,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים שיבא,הדרכת הורים שיבא,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ש)
SIG-0267,הדרכת הורים שדרות,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים שדרות,הדרכת הורים שדרות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ש)
SIG-0268,הדרכת הורים שוהם,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים שוהם,הדרכת הורים שוהם,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ש)
SIG-0269,הדרכת הורים שפח,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים שפח,הדרכת הורים שפח,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ש)
SIG-0270,הדרכת הורים תל חי,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים תל חי,הדרכת הורים תל חי,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0271,הדרכת הורים תל אביב,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים תל אביב,הדרכת הורים תל אביב,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0272,הדרכת הורים תואר שני,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים תואר שני,הדרכת הורים תואר שני,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0273,הדרכת הורים תרגום,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים תרגום,הדרכת הורים תרגום,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0274,הדרכת הורים תקשורת מקרבת,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים תקשורת מקרבת,הדרכת הורים תקשורת מקרבת,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0275,הדרכת הורים תעודה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים תעודה,הדרכת הורים תעודה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0276,הדרכת הורים תואר,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים תואר,הדרכת הורים תואר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0277,הדרכת הורים תרגום לאנגלית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים תרגום לאנגלית,הדרכת הורים תרגום לאנגלית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0278,הדרכת הורים תלפיות,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים תלפיות,הדרכת הורים תלפיות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0279,הדרכת הורים תאומים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים תאומים,הדרכת הורים תאומים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0280,הדרכת הורים אשדוד,AUTOCOMPLETE,SEED-PAR-02,הדרכת הורים אשדוד,הדרכת הורים אשדוד,הדרכת הורים אשדוד,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0281,לימודי הדרכת הורים אשדוד,AUTOCOMPLETE,SEED-PAR-02,הדרכת הורים אשדוד,לימודי הדרכת הורים אשדוד,לימודי הדרכת הורים אשדוד,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0282,הצבת גבולות לילדים,AUTOCOMPLETE,SEED-PAR-03,הצבת גבולות לילדים,הצבת גבולות לילדים,הצבת גבולות לילדים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0283,הצבת גבולות לילדים בגיל הרך,AUTOCOMPLETE,SEED-PAR-03,הצבת גבולות לילדים,הצבת גבולות לילדים בגיל הרך,הצבת גבולות לילדים בגיל הרך,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
